No,ID,Scenario,Mode,Choice,Nationality,Vientiane,Gender,Mar,Age,Job,Edu,Hinc,Hcar,Hmem,Carown,AirClass,Dependency,WeaCon,Tpp,ChLug,Accom,TCost_MT,TCost_Car,TCost_Taxi,TCost_Bus,TCost_VCAT,VehCost_MT, VehCost_Car ,VehCost_Taxi ,VehCost_Bus , VehCost_VCAT ,Ttime_MT,Ttime_Car, Ttime_Taxi ,Ttime_Bus,Ttime_VCAT,Vehtime_MT,Vehtime_Car,Vehtime_Taxi,Vehtime_Bus,Vehtime_VCAT,Accesstime_MT,Accesstime_Car,Accesstime_Taxi,Accesstime_Bus,Accesstime_VCAT,Wtime_MT,Wtime_Car,Wtime_Taxi,Wtime_Bus,Wtime_VCAT,Delay_MT,Delay_Car,Delay_Taxi,Delay_Bus,Delay_VCAT,Safe_MT,Safe_Car,Safe_Taxi,Safe_Bus,Safe_VCAT,ParkFee_MT, ParkFee_Car , ParkFee_Taxi , ParkFee_Bus , ParkFee_VCAT ,NoTranfer_MT,NoTranfer_Car,NoTranfer_Taxi,NoTranfer_Bus,NoTranfer_VCAT
279,140,S1,Taxi,3,3,3,0,0,3,1,3,3,0,1,1,1,1,1,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
280,140,S3,Motorbike,1,3,3,0,0,3,1,3,3,0,1,1,1,1,0,0,1,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,15,15,0,0,0,20,15,0,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
281,141,S1,VCAT,5,3,3,0,1,2,1,4,3,0,2,1,1,0,0,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
282,141,S3,VCAT,5,3,3,0,1,2,1,4,3,0,2,1,1,0,0,0,1,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,15,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
283,142,S1,VCAT,5,3,3,1,0,5,5,3,2,1,2,1,1,1,0,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
284,142,S3,VCAT,5,3,3,1,0,5,5,3,2,1,2,1,1,1,0,0,1,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,15,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
285,143,S1,VCAT,5,3,3,0,0,2,4,3,3,1,3,1,1,0,0,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
286,143,S3,Taxi,3,3,3,0,0,2,4,3,3,1,3,1,1,0,0,0,1,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,15,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
287,144,S1,VCAT,5,3,3,1,1,5,2,4,3,0,3,0,1,1,0,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
288,144,S3,VCAT,5,3,3,1,1,5,2,4,3,0,3,0,1,1,0,0,1,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,15,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
289,145,S3,Bus,4,3,3,0,0,2,4,3,3,1,1,1,1,0,0,0,0,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,53,20,25,25,35,23,0,0,0,15,10,0,0,0,20,20,0,0,0,0,0,120,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
290,145,S4,Bus,4,3,3,0,0,2,4,3,3,1,1,1,1,0,0,0,0,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,58,20,25,25,35,23,0,0,0,10,15,0,0,0,20,20,10,0,0,10,0,120,120,120,90,40,5000,10000,0,0,0,0,0,0,1,0
291,146,S6,Bus,4,3,3,0,0,2,2,4,3,0,1,0,1,1,1,0,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
292,146,S6,Bus,4,3,3,0,0,2,2,4,3,0,1,0,1,1,0,0,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,10,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
293,147,S6,Bus,4,3,3,0,1,5,4,4,3,0,2,0,1,1,0,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,15,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
294,147,S6,Bus,4,3,3,0,1,5,4,4,3,0,2,0,1,1,0,0,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,10,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
295,148,S3,Bus,4,3,3,1,0,2,3,2,3,2,4,0,1,0,0,0,0,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,53,20,25,25,35,23,0,0,0,15,10,0,0,0,20,20,0,0,0,0,0,120,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
296,148,S4,Car,2,3,3,1,0,2,3,2,3,2,4,0,1,0,1,0,0,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,58,20,25,25,35,23,0,0,0,15,15,0,0,0,20,20,10,0,0,10,0,120,120,120,90,40,5000,10000,0,0,0,0,0,0,1,0
297,149,S3,Motorbike,1,3,3,0,0,1,3,2,3,1,2,0,1,0,0,0,0,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,53,20,25,25,35,23,0,0,0,10,10,0,0,0,20,20,0,0,0,0,0,120,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
298,149,S4,Car,2,3,3,0,0,1,3,2,3,1,2,0,1,0,1,0,0,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,58,20,25,25,35,23,0,0,0,15,15,0,0,0,20,20,10,0,0,10,0,120,120,120,90,40,5000,10000,0,0,0,0,0,0,1,0
299,150,S1,Car,2,3,3,1,0,5,2,3,3,1,1,1,1,0,1,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
300,150,S3,Car,2,3,3,1,0,5,2,3,3,1,1,1,1,0,0,0,1,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,15,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
301,151,S6,Bus,4,3,3,0,1,2,1,3,3,1,5,1,1,1,0,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,15,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
302,151,S8,VCAT,5,3,3,0,1,2,1,3,3,1,5,1,1,1,0,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
303,152,S1,VCAT,5,3,3,0,0,1,2,2,3,0,2,0,1,0,0,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
304,152,S3,VCAT,5,3,3,0,0,1,2,2,3,0,2,0,1,0,0,0,1,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,15,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
305,153,S1,Car,2,3,3,1,0,2,2,2,3,3,3,1,0,0,1,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
306,153,S3,VCAT,5,3,3,1,0,2,2,2,3,3,3,1,0,0,0,0,1,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,15,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
307,154,S7,VCAT,5,3,3,0,0,2,4,3,2,1,3,1,1,1,1,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
308,154,S6,Bus,4,3,3,0,0,2,4,3,2,1,3,1,1,1,0,0,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,10,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
309,155,S1,Taxi,3,3,3,1,1,2,1,3,3,0,2,0,1,0,1,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
310,155,S3,Bus,4,3,3,1,1,2,1,3,3,0,2,0,1,0,0,0,1,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,10,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
311,156,S6,Car,2,1,1,0,0,2,1,3,2,2,5,0,1,1,1,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,10,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
312,156,S8,Car,2,1,1,0,0,2,1,3,2,2,5,0,1,1,0,0,0,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
313,157,S2,VCAT,5,1,1,0,0,2,1,3,3,0,5,1,1,0,1,1,0,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,53,20,25,25,35,23,0,0,0,10,10,0,0,0,20,20,0,0,0,0,0,120,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
314,157,S4,Car,2,1,1,0,0,2,1,3,3,0,5,1,1,0,1,0,0,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,58,20,25,25,35,23,0,0,0,15,15,0,0,0,20,20,10,0,0,10,0,120,120,120,90,40,5000,10000,0,0,0,0,0,0,1,0
315,158,S1,Car,2,1,1,0,0,2,1,3,3,1,4,0,1,0,1,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
316,158,S3,Car,2,1,1,0,0,2,1,3,3,1,4,0,1,0,0,0,1,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,15,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
317,159,S5,Car,2,1,1,0,0,2,1,3,3,1,5,0,1,0,1,1,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
318,159,S6,Car,2,1,1,0,0,2,1,3,3,1,5,0,1,0,0,1,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
319,160,S5,Car,2,2,2,0,0,1,3,1,3,3,5,1,1,1,1,1,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
320,160,S7,VCAT,5,2,2,0,0,1,3,1,3,3,5,1,1,1,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
321,161,S2,VCAT,5,2,2,1,0,3,1,3,1,0,4,1,0,0,1,1,0,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,53,20,25,25,35,23,0,0,0,10,10,0,0,0,20,20,0,0,0,0,0,120,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
322,161,S4,VCAT,5,2,2,1,0,3,1,3,1,0,4,1,0,0,1,0,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,58,20,25,25,35,23,0,0,0,15,15,0,0,0,20,20,10,0,0,10,0,120,120,120,90,40,5000,10000,0,0,0,0,0,0,1,0
323,162,S6,Bus,4,1,2,1,0,3,1,3,3,1,5,1,1,1,0,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,15,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
324,162,S8,VCAT,5,1,1,1,0,3,1,3,3,1,5,1,1,1,0,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
325,163,S6,VCAT,5,2,2,1,1,2,1,3,1,0,5,1,1,0,1,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,10,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
326,163,S8,VCAT,5,2,2,1,1,2,1,3,1,0,5,1,1,0,0,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
327,164,S7,VCAT,5,1,1,1,1,4,1,4,1,2,5,1,1,1,1,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
328,164,S7,VCAT,5,1,1,1,1,4,1,4,1,2,5,1,1,1,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
329,165,S7,Motorbike,1,2,2,1,1,3,1,3,1,0,2,0,1,1,0,0,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,10,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
330,165,S8,VCAT,5,2,2,1,1,3,1,3,1,0,2,0,1,1,0,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
331,166,S5,Car,2,2,2,0,1,3,1,4,1,1,4,1,1,1,1,1,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
332,166,S7,VCAT,5,2,2,0,1,3,1,4,1,1,4,1,1,1,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
333,167,S5,Car,2,2,2,1,1,2,1,3,1,0,4,0,1,1,1,1,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
334,167,S7,VCAT,5,2,2,1,1,2,1,3,1,0,4,0,1,1,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
335,168,S7,Motorbike,1,2,2,1,1,3,1,3,1,0,5,1,1,1,0,0,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,10,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
336,168,S8,Car,2,2,2,1,1,3,1,3,1,0,5,1,1,1,0,0,0,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
337,169,S6,VCAT,5,2,2,1,1,3,1,3,1,2,5,1,1,1,1,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,10,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
338,169,S8,Car,2,2,2,1,1,3,1,3,1,2,5,1,1,1,0,0,0,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
339,170,S6,VCAT,5,2,2,1,1,3,1,3,2,0,4,1,1,1,1,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,10,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
340,170,S8,VCAT,5,2,2,1,1,3,1,3,2,0,4,1,1,1,0,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
341,171,S6,Car,2,1,1,1,0,1,3,1,1,1,3,0,1,1,1,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,10,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
342,171,S8,Car,2,1,1,1,0,1,3,1,1,1,3,0,1,1,0,0,0,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
343,172,S6,VCAT,5,2,2,1,1,4,1,2,1,0,4,1,1,1,1,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,10,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
344,172,S6,Bus,4,2,2,1,1,4,1,2,1,0,4,1,1,1,0,0,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,10,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
345,173,S6,Bus,4,1,1,1,1,5,1,4,3,3,5,1,1,1,0,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,15,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
346,173,S6,Bus,4,1,1,1,1,5,1,4,3,3,5,1,1,1,0,0,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,10,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
347,174,S6,Bus,4,1,2,0,1,3,1,3,1,0,5,0,0,1,0,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,15,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
348,174,S6,Bus,4,1,2,0,1,3,1,3,1,0,5,0,0,1,0,0,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,10,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
349,175,S1,VCAT,5,1,1,1,0,2,1,3,3,0,5,0,0,1,0,1,1,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,35,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,90,90,90,90,40,5000,10000,0,0,0,0,0,0,1,0
350,175,S3,VCAT,5,1,1,1,0,2,1,3,3,0,5,0,0,1,0,0,1,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,53,20,25,25,35,23,0,0,0,15,15,0,0,0,20,15,10,0,0,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
351,176,S7,VCAT,5,2,2,1,0,1,3,1,3,2,5,1,1,1,1,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
352,176,S7,VCAT,5,2,2,1,0,1,3,1,3,2,5,1,1,1,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
353,177,S6,VCAT,5,1,1,1,1,3,1,3,1,0,3,1,1,1,1,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,10,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
354,177,S8,VCAT,5,1,1,1,1,3,1,3,1,0,3,1,1,1,0,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
355,178,S6,VCAT,5,1,1,1,1,4,1,3,1,1,4,1,1,1,1,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,10,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
356,178,S8,VCAT,5,1,1,1,1,4,1,3,1,1,4,1,1,1,0,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
357,179,S6,VCAT,5,3,3,1,0,2,4,3,3,1,4,1,1,0,1,1,0,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,60,48,20,25,25,35,18,0,0,0,10,10,0,0,0,20,20,0,10,10,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,0
358,179,S8,VCAT,5,3,3,1,0,2,4,3,3,1,4,1,1,0,0,0,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,90,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
359,180,S5,Car,2,2,2,0,1,5,2,3,3,3,5,1,0,0,1,1,1,1,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,65,43,20,25,25,35,18,0,0,0,15,10,0,0,0,20,15,0,10,10,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
360,180,S7,VCAT,5,2,2,0,1,5,2,3,3,3,5,1,0,0,0,0,1,0,16500,42000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,35,18,0,0,0,15,15,0,0,0,20,20,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,0
361,181,S2,Car,2,2,2,0,0,1,3,1,1,0,4,1,1,1,1,1,0,0,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,53,20,25,25,35,23,0,0,0,10,10,0,0,0,20,20,0,0,0,0,0,120,120,120,120,50,5000,10000,0,0,0,0,0,0,1,0
362,181,S4,Car,2,2,2,0,0,1,3,1,1,0,4,1,1,1,1,0,0,1,16500,42000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,75,58,20,25,25,35,23,0,0,0,15,15,0,0,0,20,20,10,0,0,10,0,120,120,120,90,40,5000,10000,0,0,0,0,0,0,1,0
